formOfNode,longitude,latitude
source,-3.698,52.832
junction,-3.695,52.843
source,-3.695,52.845
junction,-3.695,52.844
source,-3.694,52.832
junction,-3.691,52.839
source,-3.690,52.836
source,-3.755,52.781
source,-3.679,52.783
junction,-3.728,52.784
source,-3.727,52.784
junction,-3.749,52.785
junction,-3.758,52.785
source,-3.703,52.791
junction,-3.714,52.794
source,-3.660,52.796
source,-3.699,52.797
junction,-3.744,52.797
source,-3.740,52.797
junction,-3.743,52.798
source,-3.671,52.800
junction,-3.726,52.799
source,-3.723,52.800
junction,-3.658,52.804
junction,-3.737,52.803
source,-3.738,52.803
junction,-3.734,52.805
junction,-3.734,52.805
source,-3.733,52.805
junction,-3.729,52.808
source,-3.729,52.808
junction,-3.656,52.810
junction,-3.726,52.809
source,-3.726,52.810
junction,-3.762,52.810
source,-3.762,52.810
source,-3.703,52.811
source,-3.716,52.893
junction,-3.681,52.894
source,-3.689,52.894
source,-3.679,52.897
source,-3.690,52.897
junction,-3.684,52.898
junction,-3.688,52.898
junction,-3.689,52.899
source,-3.689,52.899
junction,-3.694,52.900
junction,-3.707,52.904
source,-3.698,52.906
source,-3.710,52.907
source,-3.736,52.908
source,-3.696,52.909
source,-3.765,52.910
source,-3.671,52.913
source,-3.761,52.913
junction,-3.766,52.914
source,-3.764,52.914
junction,-3.765,52.914
source,-3.702,52.916
source,-3.760,52.918
source,-3.766,52.919
junction,-3.767,52.919
source,-3.707,52.924
source,-3.764,52.863
junction,-3.761,52.853
source,-3.760,52.874
source,-3.759,52.892
junction,-3.758,52.875
junction,-3.753,52.858
source,-3.751,52.865
source,-3.750,52.858
junction,-3.744,52.877
source,-3.732,52.872
junction,-3.732,52.872
junction,-3.730,52.871
source,-3.729,52.874
source,-3.729,52.870
junction,-3.727,52.871
source,-3.724,52.883
source,-3.719,52.878
junction,-3.715,52.880
junction,-3.714,52.865
source,-3.711,52.853
junction,-3.711,52.871
source,-3.708,52.865
source,-3.708,52.872
source,-3.707,52.860
junction,-3.708,52.865
source,-3.707,52.863
junction,-3.706,52.863
source,-3.640,52.078
source,-3.671,52.079
source,-3.655,52.080
junction,-3.613,52.082
junction,-3.648,52.082
source,-3.655,52.083
junction,-3.641,52.085
source,-3.600,52.087
junction,-3.607,52.087
source,-3.677,52.087
junction,-3.607,52.088
source,-3.610,52.089
source,-3.658,52.089
junction,-3.657,52.089
junction,-3.667,52.090
source,-3.606,52.091
junction,-3.606,52.091
source,-3.631,52.092
junction,-3.649,52.091
junction,-3.635,52.093
junction,-3.633,52.093
source,-3.650,52.099
junction,-3.617,52.101
junction,-3.629,52.102
junction,-3.646,52.102
source,-3.648,52.103
junction,-3.639,52.105
junction,-3.527,52.063
source,-3.535,52.063
junction,-3.533,52.064
source,-3.589,52.068
source,-3.558,52.069
junction,-3.589,52.069
junction,-3.496,52.072
source,-3.584,52.072
junction,-3.499,52.073
junction,-3.536,52.073
source,-3.512,52.074
source,-3.539,52.074
source,-3.492,52.076
source,-3.542,52.079
junction,-3.540,52.079
junction,-3.502,52.080
source,-3.499,52.082
source,-3.548,52.083
source,-3.567,52.083
source,-3.481,52.085
source,-3.481,52.090
source,-3.582,52.091
source,-3.522,52.094
junction,-3.580,52.095
source,-3.540,52.100
source,-3.497,52.102
source,-3.548,52.104
junction,-3.548,52.104
junction,-3.769,52.057
source,-3.768,52.058
junction,-3.835,52.057
junction,-3.801,52.058
source,-3.794,52.059
junction,-3.799,52.060
source,-3.774,52.068
junction,-3.780,52.069
junction,-3.741,52.070
source,-3.753,52.073
junction,-3.784,52.076
source,-3.779,52.078
source,-3.819,52.078
junction,-3.742,52.081
junction,-3.793,52.082
source,-3.718,52.085
source,-3.746,52.090
junction,-3.803,52.090
source,-3.832,52.093
source,-3.762,52.097
junction,-3.817,52.096
source,-3.818,52.097
junction,-3.819,52.097
source,-3.817,52.099
junction,-3.824,52.098
source,-3.836,52.099
junction,-3.828,52.102
junction,-3.832,52.102
source,-3.412,52.087
junction,-3.406,52.081
source,-3.401,52.097
source,-3.399,52.098
junction,-3.399,52.097
source,-3.397,52.088
junction,-3.391,52.081
source,-3.389,52.059
source,-3.387,52.101
junction,-3.380,52.067
source,-3.377,52.098
junction,-3.371,52.072
source,-3.372,52.107
junction,-3.368,52.072
source,-3.368,52.072
source,-3.366,52.101
junction,-3.364,52.092
source,-3.360,52.064
junction,-3.361,52.074
junction,-3.354,52.101
junction,-3.353,52.110
junction,-3.350,52.079
source,-3.346,52.065
junction,-3.345,52.088
junction,-3.335,52.072
junction,-3.334,52.072
source,-3.334,52.071
source,-3.479,52.103
junction,-3.477,52.085
source,-3.477,52.101
junction,-3.475,52.105
junction,-3.472,52.081
source,-3.471,52.092
source,-3.464,52.106
source,-3.455,52.072
junction,-3.453,52.071
junction,-3.449,52.065
junction,-3.450,52.107
junction,-3.448,52.057
source,-3.450,52.105
source,-3.446,52.092
source,-3.446,52.092
junction,-3.446,52.092
source,-3.444,52.074
source,-3.437,52.059
source,-3.432,52.070
source,-3.420,52.083
source,-3.419,52.098
source,-3.414,52.067
source,-3.660,52.043
junction,-3.628,52.045
source,-3.615,52.046
source,-3.594,52.047
junction,-3.696,52.046
junction,-3.629,52.049
junction,-3.627,52.049
junction,-3.635,52.052
source,-3.693,52.051
junction,-3.624,52.052
source,-3.663,52.052
source,-3.601,52.056
junction,-3.654,52.057
source,-3.617,52.058
source,-3.609,52.058
source,-3.643,52.059
junction,-3.643,52.059
junction,-3.635,52.060
junction,-3.663,52.061
source,-3.663,52.063
source,-3.658,52.063
source,-3.634,52.066
junction,-3.630,52.068
source,-3.677,52.069
source,-3.659,52.069
source,-3.622,52.071
junction,-3.623,52.072
source,-3.702,52.075
junction,-3.560,52.021
junction,-3.564,52.021
junction,-3.565,52.021
source,-3.567,52.022
source,-3.568,52.023
source,-3.581,52.024
junction,-3.507,52.027
source,-3.511,52.027
source,-3.585,52.029
junction,-3.558,52.031
source,-3.491,52.037
junction,-3.515,52.038
source,-3.519,52.038
junction,-3.569,52.040
source,-3.569,52.040
junction,-3.484,52.041
junction,-3.573,52.046
junction,-3.563,52.050
source,-3.562,52.050
junction,-3.581,52.050
source,-3.581,52.051
source,-3.547,52.052
junction,-3.521,52.053
junction,-3.562,52.054
source,-3.554,52.055
source,-3.584,52.055
source,-3.529,52.056
junction,-3.561,52.060
source,-3.557,52.060
source,-3.545,52.063
source,-3.647,52.017
source,-3.593,52.018
junction,-3.676,52.018
junction,-3.596,52.020
junction,-3.601,52.023
junction,-3.591,52.024
source,-3.639,52.025
source,-3.607,52.025
junction,-3.606,52.025
junction,-3.607,52.025
source,-3.616,52.025
source,-3.667,52.026
junction,-3.612,52.027
source,-3.622,52.029
source,-3.685,52.028
junction,-3.641,52.029
source,-3.644,52.029
source,-3.649,52.033
source,-3.622,52.035
junction,-3.636,52.036
source,-3.610,52.039
junction,-3.626,52.040
source,-3.676,52.043
junction,-3.467,51.991
junction,-3.409,51.993
source,-3.412,51.993
junction,-3.464,51.996
junction,-3.410,51.998
source,-3.412,51.999
junction,-3.409,52.005
source,-3.407,52.006
junction,-3.472,52.005
junction,-3.449,52.009
source,-3.448,52.010
junction,-3.418,52.011
source,-3.363,52.014
junction,-3.427,52.021
source,-3.397,52.022
source,-3.440,52.028
junction,-3.438,52.028
source,-3.338,52.030
source,-3.409,52.032
source,-3.358,52.035
source,-3.346,52.039
junction,-3.439,52.040
source,-3.438,52.041
junction,-3.440,52.043
junction,-3.351,52.046
source,-3.430,52.048
junction,-3.453,52.055
source,-3.504,51.988
source,-3.482,51.989
junction,-3.525,51.989
source,-3.518,51.991
junction,-3.529,51.990
junction,-3.530,51.990
source,-3.529,51.991
junction,-3.569,51.991
source,-3.563,51.991
source,-3.546,51.994
junction,-3.538,51.995
junction,-3.567,51.995
source,-3.567,51.995
source,-3.562,51.997
junction,-3.542,51.997
source,-3.547,51.998
junction,-3.545,51.999
source,-3.578,52.002
source,-3.522,52.004
source,-3.491,52.006
junction,-3.588,52.006
source,-3.565,52.007
junction,-3.557,52.008
junction,-3.586,52.008
junction,-3.587,52.009
source,-3.576,52.010
junction,-3.559,52.013
source,-3.563,52.014
junction,-3.488,52.017
source,-3.499,52.017
source,-3.567,52.020
source,-3.767,52.042
junction,-3.758,52.032
junction,-3.756,52.033
source,-3.749,51.988
source,-3.752,52.051
junction,-3.751,52.048
junction,-3.745,52.002
junction,-3.744,52.041
junction,-3.744,52.041
junction,-3.740,51.995
source,-3.738,52.043
source,-3.738,52.028
junction,-3.736,52.025
junction,-3.735,52.049
junction,-3.734,52.025
junction,-3.726,52.004
source,-3.724,52.006
source,-3.725,52.040
source,-3.721,52.023
junction,-3.719,52.056
junction,-3.717,51.988
junction,-3.710,52.003
source,-3.709,52.003
junction,-3.706,51.982
source,-3.705,52.005
junction,-3.700,51.982
junction,-3.640,51.982
junction,-3.590,51.984
source,-3.629,51.985
junction,-3.653,51.987
junction,-3.654,51.987
source,-3.658,51.987
junction,-3.635,51.991
source,-3.631,51.991
junction,-3.632,51.991
source,-3.632,51.992
source,-3.654,51.992
source,-3.646,51.995
junction,-3.647,51.996
source,-3.646,51.997
source,-3.634,51.997
junction,-3.591,51.998
source,-3.591,51.999
junction,-3.590,51.999
source,-3.611,51.999
junction,-3.609,51.999
junction,-3.610,51.999
junction,-3.631,52.007
source,-3.639,52.007
junction,-3.636,52.008
source,-3.636,52.011
source,-3.600,52.012
junction,-3.666,52.011
source,-3.629,52.012
source,-3.616,52.015
source,-3.666,52.016
source,-3.851,52.051
source,-3.844,51.993
source,-3.841,52.029
source,-3.840,52.022
junction,-3.833,52.028
source,-3.826,52.043
junction,-3.826,52.033
source,-3.823,52.004
junction,-3.817,51.979
source,-3.818,52.026
junction,-3.817,52.024
junction,-3.817,52.041
junction,-3.814,51.980
junction,-3.811,52.031
junction,-3.809,52.033
junction,-3.806,52.011
junction,-3.800,51.988
junction,-3.802,52.049
junction,-3.797,52.040
source,-3.796,52.051
source,-3.794,52.025
junction,-3.792,51.993
source,-3.790,52.043
junction,-3.786,51.993
source,-3.785,51.984
junction,-3.774,52.016
junction,-3.774,52.012
source,-3.773,52.012
source,-3.771,52.029
junction,-3.766,52.020
junction,-3.518,51.962
junction,-3.532,51.962
source,-3.531,51.962
junction,-3.562,51.962
source,-3.521,51.964
junction,-3.553,51.963
junction,-3.553,51.964
junction,-3.533,51.966
source,-3.554,51.966
junction,-3.531,51.967
source,-3.531,51.968
source,-3.528,51.968
junction,-3.545,51.968
source,-3.514,51.969
source,-3.530,51.969
source,-3.542,51.969
source,-3.545,51.969
junction,-3.580,51.974
source,-3.580,51.974
junction,-3.580,51.975
junction,-3.500,51.977
source,-3.577,51.976
junction,-3.559,51.976
source,-3.559,51.977
junction,-3.585,51.977
source,-3.548,51.978
source,-3.546,51.983
source,-3.699,51.934
junction,-3.658,51.936
junction,-3.722,51.940
source,-3.674,51.941
junction,-3.672,51.942
junction,-3.675,51.943
source,-3.677,51.944
junction,-3.677,51.944
junction,-3.684,51.945
junction,-3.695,51.947
source,-3.676,51.947
junction,-3.694,51.947
source,-3.694,51.956
source,-3.704,51.961
source,-3.676,51.964
source,-3.675,51.965
junction,-3.673,51.966
junction,-3.674,51.966
junction,-3.646,51.970
source,-3.690,51.970
junction,-3.677,51.972
junction,-3.678,51.973
source,-3.654,51.974
source,-3.672,51.974
source,-3.694,51.977
junction,-3.694,51.978
source,-3.743,51.929
source,-3.827,51.933
junction,-3.775,51.935
source,-3.819,51.937
junction,-3.826,51.938
source,-3.826,51.938
junction,-3.806,51.939
junction,-3.827,51.938
junction,-3.823,51.939
junction,-3.822,51.940
source,-3.798,51.941
junction,-3.799,51.941
source,-3.740,51.943
source,-3.765,51.956
junction,-3.774,51.957
source,-3.749,51.961
source,-3.738,51.964
junction,-3.754,51.964
source,-3.839,51.964
source,-3.774,51.970
source,-3.827,51.970
junction,-3.784,51.971
source,-3.723,51.973
junction,-3.832,51.972
junction,-3.832,51.972
source,-3.801,51.976
source,-3.772,51.978
junction,-3.539,51.906
source,-3.544,51.915
junction,-3.544,51.915
source,-3.505,51.921
junction,-3.554,51.921
source,-3.494,51.933
junction,-3.573,51.932
junction,-3.561,51.935
source,-3.553,51.936
junction,-3.520,51.938
junction,-3.567,51.939
junction,-3.572,51.946
source,-3.485,51.947
junction,-3.496,51.948
junction,-3.484,51.948
junction,-3.508,51.950
source,-3.526,51.951
junction,-3.523,51.951
junction,-3.526,51.952
junction,-3.534,51.955
junction,-3.546,51.957
junction,-3.571,51.960
junction,-3.745,51.900
junction,-3.818,51.899
source,-3.782,51.900
junction,-3.782,51.900
junction,-3.756,51.901
junction,-3.758,51.902
junction,-3.779,51.902
junction,-3.808,51.902
source,-3.753,51.905
junction,-3.827,51.905
junction,-3.782,51.911
source,-3.782,51.912
source,-3.772,51.912
source,-3.828,51.912
source,-3.752,51.914
junction,-3.779,51.914
source,-3.780,51.914
source,-3.738,51.914
junction,-3.779,51.914
source,-3.805,51.916
junction,-3.752,51.921
junction,-3.754,51.922
source,-3.731,51.923
source,-3.783,51.922
junction,-3.722,51.923
source,-3.752,51.923
source,-3.835,51.923
source,-3.772,51.927
source,-3.703,51.897
source,-3.640,51.899
source,-3.692,51.900
source,-3.646,51.903
source,-3.716,51.903
junction,-3.691,51.907
source,-3.693,51.908
junction,-3.692,51.909
source,-3.671,51.914
source,-3.675,51.915
source,-3.673,51.916
junction,-3.673,51.916
junction,-3.673,51.916
source,-3.709,51.916
source,-3.683,51.916
junction,-3.682,51.918
junction,-3.674,51.920
source,-3.661,51.923
source,-3.713,51.924
junction,-3.664,51.926
source,-3.668,51.927
junction,-3.665,51.928
source,-3.682,51.927
junction,-3.721,51.927
junction,-3.719,51.928
source,-3.647,51.930
junction,-3.664,51.929
source,-3.658,51.933
junction,-3.658,51.933
source,-3.639,51.895
junction,-3.638,51.895
junction,-3.636,51.942
junction,-3.634,51.899
junction,-3.632,51.894
junction,-3.632,51.894
junction,-3.628,51.899
source,-3.629,51.965
junction,-3.626,51.946
source,-3.618,51.907
junction,-3.617,51.907
source,-3.613,51.949
junction,-3.612,51.949
junction,-3.609,51.916
source,-3.608,51.916
source,-3.606,51.966
junction,-3.605,51.961
junction,-3.600,51.949
source,-3.597,51.900
junction,-3.599,51.950
source,-3.589,51.913
source,-3.588,51.957
source,-3.587,51.931
source,-3.586,51.910
junction,-3.586,51.912
junction,-3.585,51.913
junction,-3.586,51.931
source,-3.586,51.929
junction,-3.476,51.906
source,-3.476,51.975
junction,-3.475,51.952
source,-3.470,51.917
junction,-3.463,51.921
junction,-3.455,51.955
source,-3.450,51.896
junction,-3.452,51.965
junction,-3.449,51.907
junction,-3.448,51.901
source,-3.448,51.899
source,-3.448,51.898
source,-3.447,51.918
junction,-3.446,51.898
junction,-3.446,51.903
source,-3.438,51.896
junction,-3.436,51.932
source,-3.432,51.959
junction,-3.428,51.933
source,-3.423,51.906
junction,-3.422,51.949
source,-3.417,51.899
junction,-3.415,51.899
source,-3.414,51.899
junction,-3.414,51.899
junction,-3.415,51.940
source,-3.411,51.983
junction,-3.408,51.981
source,-3.405,51.969
junction,-3.402,51.971
junction,-3.400,51.950
source,-3.397,51.957
junction,-3.394,51.948
junction,-3.389,51.952
junction,-3.384,51.914
junction,-3.385,51.966
junction,-3.377,51.892
source,-3.379,51.985
junction,-3.357,51.938
junction,-3.355,51.937
source,-3.355,51.954
source,-3.354,51.939
source,-3.353,51.913
junction,-3.353,51.953
source,-3.352,51.957
source,-3.352,51.952
source,-3.350,51.890
junction,-3.351,51.949
outlet,-3.344,51.937
outlet,-3.344,51.937
source,-3.337,51.909
junction,-3.334,51.934
source,-3.331,51.920
source,-3.333,51.984
junction,-3.525,51.867
source,-3.508,51.869
source,-3.547,51.869
source,-3.485,51.874
source,-3.531,51.874
source,-3.495,51.878
source,-3.518,51.878
source,-3.544,51.878
source,-3.546,51.878
junction,-3.557,51.882
junction,-3.490,51.883
source,-3.532,51.882
outlet,-3.555,51.882
source,-3.558,51.889
junction,-3.558,51.889
source,-3.556,51.896
source,-3.534,51.898
source,-3.486,51.898
junction,-3.486,51.899
source,-3.478,51.900
source,-3.531,51.902
source,-3.513,51.905
source,-3.582,51.865
junction,-3.581,51.865
source,-3.577,51.873
source,-3.577,51.897
source,-3.573,51.896
junction,-3.571,51.870
junction,-3.571,51.870
source,-3.570,51.868
source,-3.570,51.892
junction,-3.566,51.871
source,-3.565,51.869
source,-3.563,51.861
junction,-3.563,51.898
source,-3.562,51.875
junction,-3.563,51.904
junction,-3.562,51.875
junction,-3.560,51.857
junction,-3.560,51.857
junction,-3.560,51.877
source,-3.559,51.859
junction,-3.560,51.877
junction,-3.560,51.894
source,-3.559,51.876
junction,-3.560,51.895
junction,-3.560,51.901
source,-3.560,51.901
junction,-3.559,51.887
junction,-3.559,51.891
source,-3.559,51.891
source,-3.657,51.889
junction,-3.655,51.851
junction,-3.654,51.889
junction,-3.651,51.856
source,-3.649,51.865
source,-3.646,51.850
source,-3.646,51.855
source,-3.646,51.881
source,-3.637,51.869
source,-3.631,51.890
junction,-3.631,51.893
source,-3.625,51.849
junction,-3.624,51.883
junction,-3.623,51.888
outlet,-3.623,51.886
junction,-3.623,51.886
source,-3.623,51.886
junction,-3.620,51.886
source,-3.619,51.884
junction,-3.616,51.874
source,-3.610,51.865
source,-3.607,51.888
source,-3.606,51.883
source,-3.603,51.873
source,-3.593,51.858
source,-3.587,51.864
junction,-3.760,51.854
source,-3.755,51.896
junction,-3.753,51.857
source,-3.751,51.858
junction,-3.749,51.845
source,-3.749,51.846
junction,-3.743,51.864
source,-3.741,51.869
junction,-3.742,51.896
source,-3.740,51.882
source,-3.739,51.857
junction,-3.740,51.882
junction,-3.740,51.891
junction,-3.738,51.865
source,-3.738,51.900
source,-3.737,51.865
source,-3.734,51.886
source,-3.731,51.894
junction,-3.726,51.850
source,-3.722,51.852
source,-3.723,51.884
source,-3.720,51.882
source,-3.474,51.868
junction,-3.473,51.858
junction,-3.472,51.865
source,-3.465,51.879
source,-3.450,51.856
source,-3.444,51.885
source,-3.430,51.849
source,-3.426,51.873
source,-3.426,51.884
source,-3.421,51.866
junction,-3.419,51.867
junction,-3.412,51.861
source,-3.411,51.851
outlet,-3.411,51.859
source,-3.411,51.859
junction,-3.411,51.863
junction,-3.410,51.850
source,-3.411,51.879
source,-3.409,51.869
junction,-3.407,51.847
source,-3.407,51.864
source,-3.406,51.847
junction,-3.839,51.882
junction,-3.839,51.883
junction,-3.838,51.895
junction,-3.835,51.888
source,-3.834,51.875
junction,-3.828,51.894
junction,-3.827,51.877
source,-3.825,51.874
source,-3.823,51.893
source,-3.816,51.872
source,-3.813,51.838
source,-3.814,51.897
source,-3.813,51.865
source,-3.809,51.856
junction,-3.809,51.883
junction,-3.808,51.881
junction,-3.808,51.878
source,-3.805,51.880
source,-3.799,51.884
source,-3.795,51.856
junction,-3.791,51.896
source,-3.789,51.895
junction,-3.788,51.898
source,-3.783,51.895
