longitude,latitude,region
-2.6114862,52.887688,4.0
-3.813134,52.137672,8.0
-7.4412513,55.57731,0
-6.242239,49.763454,0
-4.991362,52.43769,0
-3.6176412,50.146324,0
-7.708951,53.20773,0
-1.1250321,57.0467,0
1.3821795,51.38506,6.0
-3.686148,50.59556,10.0
-6.4567175,52.77896,0
-4.0750914,58.775646,0
-4.535258,58.279194,0
-5.774996,58.56103,0
0.9443238,53.0524,0
1.116624,50.54019,0
-6.8096085,52.646187,0
2.2589283,52.737247,0
-1.853132,56.143833,0
-3.1398957,51.549236,8.0
1.1301689,50.848797,0
-0.12371128,51.952423,2.0
-2.8840168,54.433887,3.0
-5.2852945,50.164783,10.0
-2.6484368,55.34752,7.0
-1.4109982,55.034256,7.0
-0.2699279,56.02048,0
-0.13450654,51.000343,2.0
-4.0712595,54.048134,0
-6.087868,52.9529,0
1.4746528,53.180603,0
-0.35160857,54.013477,5.0
-3.4166317,54.500454,0
-6.4702706,55.951603,0
-0.25285158,51.6317,2.0
-4.0499763,51.422657,0
-7.1631546,53.73432,0
-6.715313,51.954605,0
-6.803769,56.59478,0
-6.245029,53.94361,0
-4.622447,59.05067,0
-1.580452,55.51752,0
-4.6058416,51.066994,0
-0.47173482,50.979855,6.0
-1.402155,50.419697,0
-4.452672,50.418007,0
-5.958458,50.714996,0
-3.3923762,54.005325,3.0
-5.6019516,52.955704,0
-3.8234513,53.817818,0
1.1968644,50.659554,0
-3.861524,52.594387,8.0
-0.7981123,56.3157,0
-5.10215,56.822216,0
-3.8556046,57.796345,0
-0.18929024,56.29365,0
-2.3737605,58.540348,0
-1.8864814,56.748676,0
-1.8847458,53.569912,3.0
-4.895942,53.075417,0
0.18527201,50.515827,0
-5.7094784,55.405552,0
-2.910558,51.27108,10.0
-5.3332677,51.152798,0
-0.15834233,55.878082,0
2.086665,53.010784,0
-4.9119654,52.614006,0
-1.3332663,55.413136,0
-5.995174,50.983074,0
-4.0692677,59.164455,0
-1.166156,52.66185,1.0
-3.6842325,54.777313,0
-2.1290798,53.57012,3.0
-5.5549073,50.873577,0
-2.0486712,51.607132,10.0
-2.4630213,59.048252,0
-1.7481849,56.604465,0
-2.2876525,53.332424,3.0
1.7310603,53.16286,0
-0.016406711,53.059948,1.0
-4.074664,49.88387,0
-6.5857882,56.28334,0
-4.2708564,49.824738,0
-0.45630115,52.727154,1.0
-3.4613085,51.789986,8.0
-1.519277,57.95644,0
0.8990105,52.071163,9.0
-5.672313,51.97664,0
-7.175865,53.900566,0
-6.601356,51.81498,0
-6.986065,54.165253,0
0.5217323,54.62346,0
0.8518807,54.87768,0
-7.0190663,56.68991,0
-5.8598533,50.14816,0
-5.7794714,55.06401,0
-6.28126,58.40205,0
-5.998507,50.436954,0
-0.62312055,52.09947,9.0
0.15310185,54.791508,0
1.0088353,53.191345,0
2.0053592,52.397327,0
-3.4101422,59.433098,0
-7.3315144,55.89252,0
-0.22974864,52.062683,2.0
-2.9698677,52.49346,4.0
-4.9956,49.985794,0
-4.983238,53.517857,0
-3.4272246,53.64706,3.0
1.3576311,50.586403,0
1.6830177,51.182457,0
-1.4108448,52.85328,1.0
-0.1718579,53.779957,5.0
-2.644204,58.877808,0
0.48677737,52.748455,9.0
-0.6794338,51.432346,2.0
-2.1425054,52.98614,4.0
-3.9119084,55.841846,11.0
-4.023447,59.347946,0
-5.794682,56.79781,0
-1.6451854,52.894768,1.0
0.515136,50.958046,6.0
-1.961577,55.052494,7.0
-1.7389739,50.123226,0
-0.5772277,55.356365,0
-4.1018386,52.622444,0
-2.0405726,51.27681,10.0
-6.0501795,57.108906,0
-2.9226408,53.21675,3.0
0.68222404,53.63297,0
-4.7533164,56.781868,0
-0.417584,53.70194,5.0
-6.195056,52.508217,0
-5.016056,57.77289,0
-1.0300639,51.52938,6.0
-2.2242768,51.984287,4.0
-4.135639,51.142433,0
-0.6873077,56.17021,0
-7.42221,57.021927,0
-3.7631807,58.503117,0
2.0177014,50.669968,0
-0.75118285,55.25931,0
-4.332294,49.974514,0
-6.740223,52.218376,0
-0.34360677,55.746414,0
1.0504792,51.257187,6.0
-0.028533658,54.22816,0
-2.4638033,51.422234,10.0
-4.196003,55.345108,11.0
-4.195896,53.074028,0
0.022419013,53.53078,0
-0.68685365,55.09744,0
-3.063347,57.923306,0
-7.923739,54.292667,0
0.4929377,54.2102,0
-3.0813708,55.135845,3.0
-0.3197522,50.750854,6.0
-6.3433356,51.820168,0
-5.7007813,51.373623,0
-2.8205335,51.967228,10.0
-4.800323,53.40117,0
-6.4580107,53.84385,0
-5.218101,58.847298,0
-4.2099233,56.57995,11.0
-5.166232,56.1008,0
-2.0372622,54.12004,5.0
-1.7568144,53.177586,1.0
1.8986019,51.04487,0
-4.7342744,51.38798,0
1.5568802,52.487198,9.0
1.5513803,53.463524,0
-2.1286135,50.20989,0
-1.015518,50.36394,0
-0.4474005,54.413654,0
-4.7324004,53.741127,0
-5.3798313,54.43674,0
-6.087002,58.271458,0
-3.5346994,57.481068,0
-2.021112,53.156136,3.0
-6.003255,55.343727,0
-3.23843,54.64276,0
-3.455866,49.83759,0
-2.7036097,56.207973,0
0.02317789,50.91162,2.0
-1.3927997,52.702255,4.0
-6.3931212,50.853897,0
-2.720573,51.67662,10.0
-2.596632,54.847046,7.0
-3.5268838,55.47789,11.0
-5.4321866,58.201065,0
-6.243664,50.98953,0
-3.2779272,53.033417,3.0
-6.7853074,55.36548,0
-0.24459238,52.628735,1.0
-3.835439,53.983494,0
-1.8468881,52.789646,4.0
-0.7569171,51.67322,2.0
-0.7619939,57.013763,0
-0.65664375,50.95485,6.0
-4.1786127,50.66503,10.0
-2.2435956,53.451153,3.0
-5.6785784,50.299473,0
-4.6503644,52.609627,0
-0.35904774,51.94229,2.0
-1.9065351,52.20242,4.0
-4.8423967,51.683086,0
-3.3027816,53.307915,3.0
-6.1388845,58.550144,0
-4.3693466,52.165672,0
-5.05161,54.882915,0
-7.4737244,54.66265,0
-2.1385205,55.20489,7.0
-2.7710297,56.924767,0
-2.2147446,58.771458,0
-4.5567203,51.26515,0
-5.410136,52.274338,0
1.2356791,52.374474,9.0
-2.2465794,52.57203,4.0
-1.8647034,50.378345,0
-1.793389,54.15171,5.0
-5.241792,58.338936,0
-4.803192,52.774895,0
-5.3900504,53.02267,0
-3.2298634,56.4573,0
-4.3952303,50.729977,10.0
-6.354874,53.18942,0
-0.7087923,50.486626,0
-4.089749,58.559658,0
-5.377362,53.18496,0
0.31159836,51.12653,2.0
-1.342162,52.39821,4.0
-6.393306,54.744858,12.0
-5.6622896,57.721584,0
-3.2035348,53.756268,3.0
-6.6101203,53.081234,0
-5.285534,51.75221,0
-3.1569602,59.052387,0
-0.42099464,51.18763,2.0
-0.3896853,54.703068,0
-2.7622921,57.836796,0
-0.21362351,53.301422,1.0
-0.0642925,50.371357,0
0.5789322,52.292553,9.0
-2.7923138,53.365665,3.0
-1.9402728,58.05557,0
-0.54071575,50.56342,0
1.021262,52.316677,9.0
-5.7478743,53.923035,0
-2.0106823,50.474033,0
-1.3974742,56.61245,0
-5.5539646,52.12761,0
-0.73232144,56.599083,0
-6.7045107,52.78822,0
-5.1128983,51.633064,0
0.19042978,55.051872,0
-5.209694,50.010887,0
-2.7838957,52.20819,4.0
-0.856151,53.348408,5.0
1.5251088,52.009647,0
-2.72064,58.556023,0
-5.902711,57.432423,0
-3.1021743,51.969093,8.0
-7.2380466,56.789276,0
-5.6804557,58.070568,0
-4.1409144,51.678543,8.0
-4.406362,53.182945,8.0
-1.1770684,50.76339,6.0
-5.8168774,52.10771,0
-1.0873451,57.411655,0
0.16030745,51.61723,2.0
-0.4570813,52.04153,9.0
-6.6160574,52.090122,0
-6.001763,57.96298,0
-6.699576,53.929615,0
-7.200704,57.56074,0
-1.0580859,56.610134,0
-6.3338146,58.07006,11.0
-5.0152574,54.000954,0
-2.8018084,58.233074,0
-5.986283,53.85903,0
-1.2075888,52.957874,1.0
-1.5470448,57.53238,0
-2.689813,51.830498,10.0
0.4839886,53.183014,0
-0.96811587,52.91254,1.0
-3.264866,51.680527,8.0
-3.0762906,50.565254,0
-4.701614,50.46981,10.0
-5.620591,53.118664,0
-6.958813,52.794025,0
-1.1991224,56.754543,0
-1.3390872,51.373966,6.0
-5.270602,55.935913,0
-6.825462,53.33723,0
1.22075,51.52079,9.0
-5.139036,51.029198,0
-3.4227846,50.015057,0
0.31956783,52.305584,9.0
-0.96687937,55.18079,0
-1.9970431,52.06929,4.0
-6.2017794,50.716255,0
-7.3493433,54.188892,0
-2.4696047,56.05796,0
-1.2556976,57.209263,0
-5.0793304,58.151012,0
-5.1456122,50.30027,10.0
-2.5062282,51.924446,4.0
-2.6851716,52.457108,4.0
-5.4943337,51.86891,0
-1.5286996,54.599945,7.0
-5.316125,49.752464,0
2.256308,52.449394,0
-5.7590938,58.247715,0
0.47194442,51.367493,2.0
-6.2464905,56.259167,0
-2.244624,55.909477,0
-5.977916,57.624332,0
-1.1700951,54.941776,0
0.90832084,50.850674,6.0
-6.7823997,53.185528,0
-0.051722426,55.73649,0
-6.0866494,51.129208,0
-1.3212191,57.682217,0
-5.5008173,56.086784,0
-7.905782,53.646763,0
-5.2968946,55.60769,0
-7.1929383,52.107082,0
-2.6952457,50.653343,0
-6.4733715,52.225445,0
-2.4421086,54.07059,3.0
-2.500154,55.529045,0
-1.242932,56.47234,0
0.62869287,51.489727,2.0
-1.881842,58.362427,0
-1.1773006,52.807274,1.0
-6.8081193,52.934254,0
0.13856933,51.17044,2.0
0.85949564,54.462444,0
1.2424392,53.2058,0
-6.1406274,53.437145,0
-0.20687045,51.14119,2.0
-7.6401157,53.612408,0
-7.9911246,54.46482,0
-4.322681,51.01034,0
-0.68955314,54.42373,0
-2.3465772,52.314598,4.0
-6.826406,56.806858,0
-0.64690876,53.45042,5.0
-3.0836098,57.025627,0
-6.2477345,56.08951,0
-5.7937417,54.221832,0
-3.7084491,51.56504,8.0
-1.9965267,52.53733,4.0
1.7530316,52.377365,0
-6.2789006,55.211384,0
-2.4806514,54.676865,7.0
-1.6147002,54.452526,7.0
-3.2662182,58.88687,11.0
-0.89303213,52.338394,1.0
-1.4642309,57.060307,0
-0.94637007,50.50368,0
-0.2969184,53.01489,1.0
-6.0975785,58.70375,0
-1.0855904,53.60306,5.0
0.05338336,52.29377,9.0
-3.186808,52.399326,4.0
-0.529704,56.72937,0
-3.9458568,51.58927,8.0
-0.9212588,56.464138,0
-1.4297122,57.81588,0
-6.2077255,52.231537,0
-4.6395035,50.742363,0
1.9963069,53.152645,0
-4.0013833,52.290634,0
-5.398812,54.80732,0
